Data da Venda,Código Produto,Nome Produto,Categoria do Produto,Quantidade Vendido,Valor Unitário,Valor Total da Venda,Cidade da Loja,País da Loja,Vendedor
2023-03-10,95,Memória,Armazenamento,7,332.8,2329.6,Chicago,Estados Unidos,John
2023-09-23,92,HD Sata,Armazenamento,7,522.0,3654.0,Los Angeles,Estados Unidos,Alice
2023-11-12,23,Cabo HDMI,Periféricos,10,48.0,480.0,Coimbra,Portugal,Sofia
2023-07-02,70,Licença Windows,Software,10,1008.0,10080.0,Valencia,Espanha,David
2023-03-29,30,Notebook,Computadores,4,3640.0,14560.0,Madrid,Espanha,María
2023-06-23,70,Licença Windows,Software,4,990.0,3960.0,São Paulo,Brasil,Ana
2023-07-09,70,Licença Windows,Software,3,1008.0,3024.0,Valencia,Espanha,David
2023-07-12,60,Cadeira,Móveis,5,336.0,1680.0,Barcelona,Espanha,David
2024-01-30,30,Notebook,Computadores,4,3500.0,14000.0,Lisboa,Portugal,Miguel
2023-08-24,20,Monitor,Monitores,7,912.0,6384.0,Chicago,Estados Unidos,John
2023-09-02,22,Cabo Energia,Periféricos,9,34.8,313.2,Rio de Janeiro,Brasil,João
2023-08-27,90,HD SSD,Armazenamento,2,684.0,1368.0,Madrid,Espanha,María
2023-11-25,23,Cabo HDMI,Periféricos,3,48.0,144.0,Lisboa,Portugal,Miguel
2023-03-24,90,HD SSD,Armazenamento,8,624.0,4992.0,Madrid,Espanha,David
2024-01-28,95,Memória,Armazenamento,5,320.0,1600.0,Porto,Portugal,Sofia
2024-02-04,50,Mesa,Móveis,8,459.0,3672.0,Barcelona,Espanha,David
2023-06-26,70,Licença Windows,Software,8,990.0,7920.0,Valencia,Espanha,María
2024-01-19,96,Placa de Vídeo,Periféricos,9,2200.0,19800.0,São Paulo,Brasil,João
2023-03-29,35,Computador,Computadores,7,2392.0,16744.0,New York,Estados Unidos,John
2024-01-29,30,Notebook,Computadores,7,3500.0,24500.0,Coimbra,Portugal,André
2023-07-12,23,Cabo HDMI,Periféricos,7,44.8,313.6,Barcelona,Espanha,Carlos
2023-05-02,92,HD Sata,Armazenamento,3,486.0,1458.0,Barcelona,Espanha,María
2023-08-25,96,Placa de Vídeo,Periféricos,4,2508.0,10032.0,Barcelona,Espanha,María
2023-06-11,95,Memória,Armazenamento,7,352.0,2464.0,Los Angeles,Estados Unidos,Alice
2023-08-17,22,Cabo Energia,Periféricos,4,34.2,136.8,Porto,Portugal,Sofia
2024-02-06,95,Memória,Armazenamento,6,326.4,1958.4,Chicago,Estados Unidos,John
2023-08-14,92,HD Sata,Armazenamento,3,513.0,1539.0,Valencia,Espanha,Carlos
2023-07-18,10,Mouse,Periféricos,2,112.0,224.0,Coimbra,Portugal,André
2023-12-03,90,HD SSD,Armazenamento,2,732.0,1464.0,Rio de Janeiro,Brasil,João
2023-09-11,30,Notebook,Computadores,8,4060.0,32480.0,Madrid,Espanha,María
2023-08-16,95,Memória,Armazenamento,8,364.8,2918.4,Los Angeles,Estados Unidos,John
2023-09-06,22,Cabo Energia,Periféricos,3,34.8,104.4,Madrid,Espanha,David
2023-03-19,70,Licença Windows,Software,10,936.0,9360.0,Los Angeles,Estados Unidos,Bob
2023-03-25,50,Mesa,Móveis,3,468.0,1404.0,Lisboa,Portugal,André
2023-11-29,30,Notebook,Computadores,4,4200.0,16800.0,Barcelona,Espanha,David
2023-04-12,30,Notebook,Computadores,8,3710.0,29680.0,Madrid,Espanha,María
2023-02-22,22,Cabo Energia,Periféricos,2,30.6,61.2,São Paulo,Brasil,Carlos
2023-11-24,80,Licença Office 365,Software,2,420.0,840.0,Belo Horizonte,Brasil,Ana
2023-04-08,30,Notebook,Computadores,8,3710.0,29680.0,Belo Horizonte,Brasil,João
2023-09-26,70,Licença Windows,Software,8,1044.0,8352.0,Los Angeles,Estados Unidos,John
2023-08-15,96,Placa de Vídeo,Periféricos,8,2508.0,20064.0,Lisboa,Portugal,Miguel
2023-10-09,96,Placa de Vídeo,Periféricos,8,2596.0,20768.0,Los Angeles,Estados Unidos,John
2023-05-25,60,Cadeira,Móveis,3,324.0,972.0,Rio de Janeiro,Brasil,Ana
2024-01-25,50,Mesa,Móveis,1,450.0,450.0,Coimbra,Portugal,André
2024-02-15,20,Monitor,Monitores,2,816.0,1632.0,Los Angeles,Estados Unidos,John
2023-05-01,23,Cabo HDMI,Periféricos,1,43.2,43.2,Los Angeles,Estados Unidos,Alice
2023-11-30,95,Memória,Armazenamento,9,384.0,3456.0,Belo Horizonte,Brasil,Ana
2023-06-04,30,Notebook,Computadores,3,3850.0,11550.0,Valencia,Espanha,David
2023-02-22,24,Cabo Rede,Periféricos,10,25.5,255.0,Rio de Janeiro,Brasil,João
2023-08-06,11,Teclado,Periféricos,4,171.0,684.0,São Paulo,Brasil,Ana
2023-07-03,10,Mouse,Periféricos,10,112.0,1120.0,Madrid,Espanha,David
2023-03-30,90,HD SSD,Armazenamento,8,624.0,4992.0,Porto,Portugal,Sofia
2023-03-30,35,Computador,Computadores,10,2392.0,23920.0,Chicago,Estados Unidos,Alice
2023-04-03,11,Teclado,Periféricos,8,159.0,1272.0,Los Angeles,Estados Unidos,Alice
2023-05-26,22,Cabo Energia,Periféricos,6,32.4,194.4,Madrid,Espanha,María
2024-01-20,95,Memória,Armazenamento,10,320.0,3200.0,Barcelona,Espanha,María
2023-07-22,80,Licença Office 365,Software,10,392.0,3920.0,Barcelona,Espanha,David
2023-08-16,40,Nobreak,Periféricos,6,570.0,3420.0,Porto,Portugal,Miguel
2023-10-01,35,Computador,Computadores,4,2714.0,10856.0,Porto,Portugal,Sofia
2023-02-17,11,Teclado,Periféricos,5,153.0,765.0,New York,Estados Unidos,John
2023-02-20,90,HD SSD,Armazenamento,10,612.0,6120.0,Madrid,Espanha,María
2024-01-27,30,Notebook,Computadores,1,3500.0,3500.0,Valencia,Espanha,Carlos
2023-12-28,80,Licença Office 365,Software,6,427.0,2562.0,Los Angeles,Estados Unidos,Bob
2023-10-16,23,Cabo HDMI,Periféricos,4,47.2,188.8,Chicago,Estados Unidos,Bob
2024-01-29,60,Cadeira,Móveis,3,300.0,900.0,Rio de Janeiro,Brasil,Ana
2024-01-20,35,Computador,Computadores,3,2300.0,6900.0,Barcelona,Espanha,María
2023-11-09,95,Memória,Armazenamento,1,384.0,384.0,Barcelona,Espanha,David
2023-04-08,24,Cabo Rede,Periféricos,4,26.5,106.0,New York,Estados Unidos,Bob
2023-03-11,30,Notebook,Computadores,10,3640.0,36400.0,Coimbra,Portugal,Sofia
2023-03-02,95,Memória,Armazenamento,5,332.8,1664.0,New York,Estados Unidos,John
2023-11-21,20,Monitor,Monitores,8,960.0,7680.0,Rio de Janeiro,Brasil,Ana
2023-04-01,50,Mesa,Móveis,4,477.0,1908.0,Porto,Portugal,André
2023-11-26,35,Computador,Computadores,10,2760.0,27600.0,Lisboa,Portugal,André
2024-02-05,80,Licença Office 365,Software,7,357.0,2499.0,Belo Horizonte,Brasil,João
2023-05-04,92,HD Sata,Armazenamento,2,486.0,972.0,Rio de Janeiro,Brasil,Ana
2023-06-28,92,HD Sata,Armazenamento,9,495.0,4455.0,Belo Horizonte,Brasil,João
2023-10-26,35,Computador,Computadores,9,2714.0,24426.0,Chicago,Estados Unidos,Bob
2024-01-12,10,Mouse,Periféricos,3,100.0,300.0,Lisboa,Portugal,André
2023-10-20,23,Cabo HDMI,Periféricos,1,47.2,47.2,Barcelona,Espanha,Carlos
2024-01-01,70,Licença Windows,Software,3,900.0,2700.0,Belo Horizonte,Brasil,Carlos
2023-12-12,95,Memória,Armazenamento,10,390.4,3904.0,New York,Estados Unidos,John
2023-04-04,35,Computador,Computadores,9,2438.0,21942.0,Los Angeles,Estados Unidos,Alice
2023-12-25,92,HD Sata,Armazenamento,1,549.0,549.0,Barcelona,Espanha,David
2023-03-25,70,Licença Windows,Software,2,936.0,1872.0,New York,Estados Unidos,John
2023-02-22,95,Memória,Armazenamento,2,326.4,652.8,Lisboa,Portugal,Miguel
2023-07-25,70,Licença Windows,Software,8,1008.0,8064.0,New York,Estados Unidos,John
2023-03-24,80,Licença Office 365,Software,1,364.0,364.0,Barcelona,Espanha,María
2024-01-10,96,Placa de Vídeo,Periféricos,3,2200.0,6600.0,Belo Horizonte,Brasil,Carlos
2023-03-29,10,Mouse,Periféricos,5,104.0,520.0,Rio de Janeiro,Brasil,Ana
2024-02-01,35,Computador,Computadores,1,2346.0,2346.0,Madrid,Espanha,María
2023-04-09,96,Placa de Vídeo,Periféricos,8,2332.0,18656.0,Los Angeles,Estados Unidos,Alice
2023-06-11,24,Cabo Rede,Periféricos,6,27.5,165.0,Barcelona,Espanha,María
2023-04-14,30,Notebook,Computadores,8,3710.0,29680.0,Chicago,Estados Unidos,Bob
2023-06-03,80,Licença Office 365,Software,4,385.0,1540.0,Madrid,Espanha,María
2023-04-06,20,Monitor,Monitores,5,848.0,4240.0,New York,Estados Unidos,Alice
2023-02-19,30,Notebook,Computadores,1,3570.0,3570.0,Porto,Portugal,André
2023-10-18,24,Cabo Rede,Periféricos,6,29.5,177.0,Rio de Janeiro,Brasil,Carlos
2023-05-18,11,Teclado,Periféricos,4,162.0,648.0,Lisboa,Portugal,Sofia
2023-04-13,20,Monitor,Monitores,1,848.0,848.0,Coimbra,Portugal,Sofia
2023-06-02,11,Teclado,Periféricos,1,165.0,165.0,Porto,Portugal,Sofia
2023-03-06,96,Placa de Vídeo,Periféricos,10,2288.0,22880.0,Coimbra,Portugal,André
2023-11-30,96,Placa de Vídeo,Periféricos,7,2640.0,18480.0,Los Angeles,Estados Unidos,John
2024-01-25,30,Notebook,Computadores,7,3500.0,24500.0,Chicago,Estados Unidos,Alice
2023-08-16,70,Licença Windows,Software,2,1026.0,2052.0,New York,Estados Unidos,John
2023-03-26,22,Cabo Energia,Periféricos,3,31.2,93.6,Rio de Janeiro,Brasil,João
2023-07-03,95,Memória,Armazenamento,6,358.4,2150.4,Lisboa,Portugal,Sofia
2023-06-20,10,Mouse,Periféricos,4,110.0,440.0,Rio de Janeiro,Brasil,João
2023-04-09,80,Licença Office 365,Software,9,371.0,3339.0,Chicago,Estados Unidos,Bob
2023-07-07,90,HD SSD,Armazenamento,5,672.0,3360.0,Porto,Portugal,André
2023-10-08,60,Cadeira,Móveis,1,354.0,354.0,Coimbra,Portugal,Miguel
2023-11-26,23,Cabo HDMI,Periféricos,6,48.0,288.0,Los Angeles,Estados Unidos,Bob
2023-08-07,92,HD Sata,Armazenamento,4,513.0,2052.0,Rio de Janeiro,Brasil,Carlos
2023-08-01,80,Licença Office 365,Software,8,399.0,3192.0,Valencia,Espanha,María
2023-11-20,80,Licença Office 365,Software,9,420.0,3780.0,Madrid,Espanha,Carlos
2023-02-15,10,Mouse,Periféricos,4,102.0,408.0,Chicago,Estados Unidos,Bob
2023-08-24,22,Cabo Energia,Periféricos,7,34.2,239.4,Belo Horizonte,Brasil,João
2023-10-28,11,Teclado,Periféricos,10,177.0,1770.0,Lisboa,Portugal,André
2023-07-05,70,Licença Windows,Software,1,1008.0,1008.0,Los Angeles,Estados Unidos,Alice
2023-09-24,22,Cabo Energia,Periféricos,3,34.8,104.4,Porto,Portugal,Miguel
2024-02-14,60,Cadeira,Móveis,5,306.0,1530.0,São Paulo,Brasil,Ana
2023-10-07,95,Memória,Armazenamento,10,377.6,3776.0,Belo Horizonte,Brasil,Carlos
2023-07-16,90,HD SSD,Armazenamento,9,672.0,6048.0,Rio de Janeiro,Brasil,Ana
2023-04-12,70,Licença Windows,Software,3,954.0,2862.0,Barcelona,Espanha,David
2023-06-29,30,Notebook,Computadores,9,3850.0,34650.0,New York,Estados Unidos,John
2023-06-12,50,Mesa,Móveis,2,495.0,990.0,Los Angeles,Estados Unidos,Bob
2023-08-29,35,Computador,Computadores,1,2622.0,2622.0,Chicago,Estados Unidos,Bob
2023-03-15,30,Notebook,Computadores,5,3640.0,18200.0,Rio de Janeiro,Brasil,Ana
2023-06-23,92,HD Sata,Armazenamento,5,495.0,2475.0,New York,Estados Unidos,Alice
2023-10-21,10,Mouse,Periféricos,7,118.0,826.0,Chicago,Estados Unidos,John
2023-04-07,22,Cabo Energia,Periféricos,2,31.8,63.6,New York,Estados Unidos,Alice
2023-05-16,20,Monitor,Monitores,6,864.0,5184.0,New York,Estados Unidos,Bob
2023-10-08,11,Teclado,Periféricos,7,177.0,1239.0,Porto,Portugal,André
2023-05-03,90,HD SSD,Armazenamento,2,648.0,1296.0,Rio de Janeiro,Brasil,Ana
2023-10-04,35,Computador,Computadores,7,2714.0,18998.0,Rio de Janeiro,Brasil,Ana
2023-03-03,92,HD Sata,Armazenamento,2,468.0,936.0,Barcelona,Espanha,Carlos
2024-01-05,24,Cabo Rede,Periféricos,1,25.0,25.0,Barcelona,Espanha,David
2024-02-07,20,Monitor,Monitores,1,816.0,816.0,Barcelona,Espanha,David
2024-02-14,22,Cabo Energia,Periféricos,2,30.6,61.2,Coimbra,Portugal,André
2023-12-23,50,Mesa,Móveis,1,549.0,549.0,Coimbra,Portugal,André
2024-02-05,40,Nobreak,Periféricos,6,510.0,3060.0,Belo Horizonte,Brasil,Carlos
2023-10-09,11,Teclado,Periféricos,9,177.0,1593.0,Los Angeles,Estados Unidos,John
2023-06-15,30,Notebook,Computadores,10,3850.0,38500.0,São Paulo,Brasil,Carlos
2023-04-12,10,Mouse,Periféricos,6,106.0,636.0,Barcelona,Espanha,David
2023-08-29,24,Cabo Rede,Periféricos,2,28.5,57.0,Porto,Portugal,Miguel
2023-09-08,23,Cabo HDMI,Periféricos,5,46.4,232.0,Barcelona,Espanha,María
2023-08-02,60,Cadeira,Móveis,9,342.0,3078.0,Rio de Janeiro,Brasil,Ana
2024-02-13,60,Cadeira,Móveis,9,306.0,2754.0,Porto,Portugal,Sofia
2023-08-12,40,Nobreak,Periféricos,1,570.0,570.0,Coimbra,Portugal,Miguel
2023-03-24,50,Mesa,Móveis,6,468.0,2808.0,Coimbra,Portugal,Miguel
2024-01-23,95,Memória,Armazenamento,1,320.0,320.0,Porto,Portugal,André
2023-05-10,24,Cabo Rede,Periféricos,1,27.0,27.0,São Paulo,Brasil,Carlos
2023-06-16,30,Notebook,Computadores,7,3850.0,26950.0,São Paulo,Brasil,João
2023-12-29,10,Mouse,Periféricos,2,122.0,244.0,Chicago,Estados Unidos,Alice
2023-10-25,40,Nobreak,Periféricos,10,590.0,5900.0,Belo Horizonte,Brasil,Ana
2023-04-20,92,HD Sata,Armazenamento,10,477.0,4770.0,Valencia,Espanha,Carlos
2023-10-17,92,HD Sata,Armazenamento,6,531.0,3186.0,New York,Estados Unidos,Bob
2023-07-04,80,Licença Office 365,Software,9,392.0,3528.0,Lisboa,Portugal,Miguel
2023-10-24,11,Teclado,Periféricos,10,177.0,1770.0,Coimbra,Portugal,Sofia
2023-03-01,35,Computador,Computadores,8,2392.0,19136.0,New York,Estados Unidos,Alice
2023-03-11,20,Monitor,Monitores,3,832.0,2496.0,Madrid,Espanha,Carlos
2023-03-04,11,Teclado,Periféricos,4,156.0,624.0,Coimbra,Portugal,Sofia
2024-02-14,50,Mesa,Móveis,7,459.0,3213.0,Lisboa,Portugal,Sofia
2023-04-04,24,Cabo Rede,Periféricos,4,26.5,106.0,Rio de Janeiro,Brasil,Ana
2023-06-15,35,Computador,Computadores,1,2530.0,2530.0,Porto,Portugal,André
2023-11-03,80,Licença Office 365,Software,3,420.0,1260.0,New York,Estados Unidos,Bob
2023-08-02,96,Placa de Vídeo,Periféricos,6,2508.0,15048.0,New York,Estados Unidos,Bob
2023-09-02,24,Cabo Rede,Periféricos,3,29.0,87.0,São Paulo,Brasil,Ana
2023-12-08,10,Mouse,Periféricos,10,122.0,1220.0,Lisboa,Portugal,Miguel
2023-04-28,30,Notebook,Computadores,5,3710.0,18550.0,Los Angeles,Estados Unidos,John
2023-05-16,35,Computador,Computadores,9,2484.0,22356.0,Coimbra,Portugal,Sofia
2024-02-03,23,Cabo HDMI,Periféricos,2,40.8,81.6,Los Angeles,Estados Unidos,Bob
2023-05-02,22,Cabo Energia,Periféricos,8,32.4,259.2,Madrid,Espanha,Carlos
2023-09-30,50,Mesa,Móveis,5,522.0,2610.0,New York,Estados Unidos,Alice
2023-10-15,35,Computador,Computadores,9,2714.0,24426.0,Lisboa,Portugal,Miguel
2023-02-19,23,Cabo HDMI,Periféricos,4,40.8,163.2,Madrid,Espanha,María
2023-07-29,70,Licença Windows,Software,8,1008.0,8064.0,Barcelona,Espanha,David
2023-05-07,60,Cadeira,Móveis,3,324.0,972.0,Barcelona,Espanha,David
2023-12-20,35,Computador,Computadores,8,2806.0,22448.0,Los Angeles,Estados Unidos,John
2023-03-16,50,Mesa,Móveis,5,468.0,2340.0,Barcelona,Espanha,María
2023-04-04,24,Cabo Rede,Periféricos,2,26.5,53.0,Valencia,Espanha,María
2023-03-03,30,Notebook,Computadores,8,3640.0,29120.0,São Paulo,Brasil,Carlos
2023-06-23,22,Cabo Energia,Periféricos,2,33.0,66.0,Belo Horizonte,Brasil,Ana
2023-06-15,11,Teclado,Periféricos,8,165.0,1320.0,Valencia,Espanha,Carlos
